submission_number,snapshot_id,snapshot_row_number,primary_product_code,metadata_match_status
K190764,FDA_AI_LIST_2026-06-29,1354,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K190362,FDA_AI_LIST_2026-06-29,1355,QFM,MATCH_AFTER_DATE_NORMALIZATION
K182513,FDA_AI_LIST_2026-06-29,1356,OZE,MATCH_AFTER_DATE_NORMALIZATION
K183593,FDA_AI_LIST_2026-06-29,1357,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K181988,FDA_AI_LIST_2026-06-29,1358,DQD,MATCH_AFTER_DATE_NORMALIZATION
K190072,FDA_AI_LIST_2026-06-29,1359,QAS,MATCH_AFTER_DATE_NORMALIZATION
K183202,FDA_AI_LIST_2026-06-29,1360,JAK,MATCH_AFTER_DATE_NORMALIZATION
K183204,FDA_AI_LIST_2026-06-29,1361,JAK,MATCH_AFTER_DATE_NORMALIZATION
K181352,FDA_AI_LIST_2026-06-29,1362,DQA,MATCH_AFTER_DATE_NORMALIZATION
K183019,FDA_AI_LIST_2026-06-29,1363,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K181823,FDA_AI_LIST_2026-06-29,1364,DQK,MATCH_AFTER_DATE_NORMALIZATION
K183285,FDA_AI_LIST_2026-06-29,1365,QFM,MATCH_AFTER_DATE_NORMALIZATION
K182344,FDA_AI_LIST_2026-06-29,1366,DQK,MATCH_AFTER_DATE_NORMALIZATION
K183704,FDA_AI_LIST_2026-06-29,1367,DXH,MATCH_AFTER_DATE_NORMALIZATION
K181916,FDA_AI_LIST_2026-06-29,1368,NDC,MATCH_AFTER_DATE_NORMALIZATION
K183272,FDA_AI_LIST_2026-06-29,1369,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K183231,FDA_AI_LIST_2026-06-29,1370,LNH,MATCH_AFTER_DATE_NORMALIZATION
K182456,FDA_AI_LIST_2026-06-29,1371,DXH,MATCH_AFTER_DATE_NORMALIZATION
K183133,FDA_AI_LIST_2026-06-29,1372,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K180867,FDA_AI_LIST_2026-06-29,1373,LLZ,MATCH_AFTER_DATE_NORMALIZATION
DEN170091,FDA_AI_LIST_2026-06-29,1374,QEA,MATCH_AFTER_DATE_NORMALIZATION
K182564,FDA_AI_LIST_2026-06-29,1375,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K182130,FDA_AI_LIST_2026-06-29,1376,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K183012,FDA_AI_LIST_2026-06-29,1377,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K181861,FDA_AI_LIST_2026-06-29,1378,POS,MATCH_AFTER_DATE_NORMALIZATION
K182149,FDA_AI_LIST_2026-06-29,1379,QEK,MATCH_AFTER_DATE_NORMALIZATION
K182790,FDA_AI_LIST_2026-06-29,1380,DPS,MATCH_AFTER_DATE_NORMALIZATION
K182419,FDA_AI_LIST_2026-06-29,1381,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K182035,FDA_AI_LIST_2026-06-29,1382,PJA,MATCH_AFTER_DATE_NORMALIZATION
K182373,FDA_AI_LIST_2026-06-29,1383,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K173749,FDA_AI_LIST_2026-06-29,1384,LNH,MATCH_AFTER_DATE_NORMALIZATION
K182218,FDA_AI_LIST_2026-06-29,1385,PCS,MATCH_AFTER_DATE_NORMALIZATION
K182336,FDA_AI_LIST_2026-06-29,1386,KPS,MATCH_AFTER_DATE_NORMALIZATION
K182181,FDA_AI_LIST_2026-06-29,1387,OMB,MATCH_AFTER_DATE_NORMALIZATION
K181704,FDA_AI_LIST_2026-06-29,1388,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K181247,FDA_AI_LIST_2026-06-29,1389,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K180432,FDA_AI_LIST_2026-06-29,1390,DQK,MATCH_AFTER_DATE_NORMALIZATION
K180343,FDA_AI_LIST_2026-06-29,1391,POV,MATCH_AFTER_DATE_NORMALIZATION
K181939,FDA_AI_LIST_2026-06-29,1392,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K181288,FDA_AI_LIST_2026-06-29,1393,GKZ,MATCH_AFTER_DATE_NORMALIZATION
K182616,FDA_AI_LIST_2026-06-29,1394,NQQ,MATCH_AFTER_DATE_NORMALIZATION
K182177,FDA_AI_LIST_2026-06-29,1395,QAS,MATCH_AFTER_DATE_NORMALIZATION
K181685,FDA_AI_LIST_2026-06-29,1396,IYN,MATCH_AFTER_DATE_NORMALIZATION
K182034,FDA_AI_LIST_2026-06-29,1397,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K181892,FDA_AI_LIST_2026-06-29,1398,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K182112,FDA_AI_LIST_2026-06-29,1399,GXY,MATCH_AFTER_DATE_NORMALIZATION
K181771,FDA_AI_LIST_2026-06-29,1400,GWN,MATCH_AFTER_DATE_NORMALIZATION
K173872,FDA_AI_LIST_2026-06-29,1401,DXH,MATCH_AFTER_DATE_NORMALIZATION
K182310,FDA_AI_LIST_2026-06-29,1402,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K181502,FDA_AI_LIST_2026-06-29,1403,DQK,MATCH_AFTER_DATE_NORMALIZATION
DEN170090,FDA_AI_LIST_2026-06-29,1404,QCJ,MATCH_AFTER_DATE_NORMALIZATION
K180647,FDA_AI_LIST_2026-06-29,1405,QAS,MATCH_AFTER_DATE_NORMALIZATION
K173444,FDA_AI_LIST_2026-06-29,1406,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K173327,FDA_AI_LIST_2026-06-29,1407,JIL,MATCH_AFTER_DATE_NORMALIZATION
K181574,FDA_AI_LIST_2026-06-29,1408,IYO,MATCH_AFTER_DATE_NORMALIZATION
K181572,FDA_AI_LIST_2026-06-29,1409,QKB,MATCH_AFTER_DATE_NORMALIZATION
K180038,FDA_AI_LIST_2026-06-29,1410,OLO,MATCH_AFTER_DATE_NORMALIZATION
K173574,FDA_AI_LIST_2026-06-29,1411,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K173780,FDA_AI_LIST_2026-06-29,1412,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K172983,FDA_AI_LIST_2026-06-29,1413,JAK,MATCH_AFTER_DATE_NORMALIZATION
DEN170043,FDA_AI_LIST_2026-06-29,1414,QCC,MATCH_AFTER_DATE_NORMALIZATION
K173821,FDA_AI_LIST_2026-06-29,1415,JAK,MATCH_AFTER_DATE_NORMALIZATION
K180163,FDA_AI_LIST_2026-06-29,1416,NAY,MATCH_AFTER_DATE_NORMALIZATION
DEN180005,FDA_AI_LIST_2026-06-29,1417,QBS,MATCH_AFTER_DATE_NORMALIZATION
K180799,FDA_AI_LIST_2026-06-29,1418,IYN,MATCH_AFTER_DATE_NORMALIZATION
K173810,FDA_AI_LIST_2026-06-29,1419,IYN,MATCH_AFTER_DATE_NORMALIZATION
K180599,FDA_AI_LIST_2026-06-29,1420,IYN,MATCH_AFTER_DATE_NORMALIZATION
K172959,FDA_AI_LIST_2026-06-29,1421,MWI,MATCH_AFTER_DATE_NORMALIZATION
K180161,FDA_AI_LIST_2026-06-29,1422,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K180126,FDA_AI_LIST_2026-06-29,1423,OBH,MATCH_AFTER_DATE_NORMALIZATION
DEN180001,FDA_AI_LIST_2026-06-29,1424,PIB,MATCH_AFTER_DATE_NORMALIZATION
K180589,FDA_AI_LIST_2026-06-29,1425,JAA,MATCH_AFTER_DATE_NORMALIZATION
DEN160044,FDA_AI_LIST_2026-06-29,1426,QAQ,MATCH_AFTER_DATE_NORMALIZATION
K173839,FDA_AI_LIST_2026-06-29,1427,OIW,MATCH_AFTER_DATE_NORMALIZATION
K173939,FDA_AI_LIST_2026-06-29,1428,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K173605,FDA_AI_LIST_2026-06-29,1429,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K170540,FDA_AI_LIST_2026-06-29,1430,LLZ,MATCH_AFTER_DATE_NORMALIZATION
DEN170073,FDA_AI_LIST_2026-06-29,1431,QAS,MATCH_AFTER_DATE_NORMALIZATION
K180091,FDA_AI_LIST_2026-06-29,1432,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K173542,FDA_AI_LIST_2026-06-29,1433,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K173588,FDA_AI_LIST_2026-06-29,1434,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K171122,FDA_AI_LIST_2026-06-29,1435,PNN,MATCH_AFTER_DATE_NORMALIZATION
K171328,FDA_AI_LIST_2026-06-29,1436,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K171056,FDA_AI_LIST_2026-06-29,1437,MWI,MATCH_AFTER_DATE_NORMALIZATION
K173420,FDA_AI_LIST_2026-06-29,1438,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K172507,FDA_AI_LIST_2026-06-29,1439,DSB,MATCH_AFTER_DATE_NORMALIZATION
K163694,FDA_AI_LIST_2026-06-29,1440,DRG,MATCH_AFTER_DATE_NORMALIZATION
K172803,FDA_AI_LIST_2026-06-29,1441,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K163623,FDA_AI_LIST_2026-06-29,1442,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K171936,FDA_AI_LIST_2026-06-29,1443,DSH,MATCH_AFTER_DATE_NORMALIZATION
K172356,FDA_AI_LIST_2026-06-29,1444,IYO,MATCH_AFTER_DATE_NORMALIZATION
K172385,FDA_AI_LIST_2026-06-29,1445,IYN,MATCH_AFTER_DATE_NORMALIZATION
K170981,FDA_AI_LIST_2026-06-29,1446,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K163339,FDA_AI_LIST_2026-06-29,1447,DPT,MATCH_AFTER_DATE_NORMALIZATION
K172122,FDA_AI_LIST_2026-06-29,1448,OBH,MATCH_AFTER_DATE_NORMALIZATION
K171315,FDA_AI_LIST_2026-06-29,1449,JOY,MATCH_AFTER_DATE_NORMALIZATION
DEN170022,FDA_AI_LIST_2026-06-29,1450,POK,MATCH_AFTER_DATE_NORMALIZATION
P150046,FDA_AI_LIST_2026-06-29,1451,ONV,MATCH_AFTER_DATE_NORMALIZATION
K170568,FDA_AI_LIST_2026-06-29,1452,DPS,MATCH_AFTER_DATE_NORMALIZATION
K170747,FDA_AI_LIST_2026-06-29,1453,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K170250,FDA_AI_LIST_2026-06-29,1454,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K170172,FDA_AI_LIST_2026-06-29,1455,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K163622,FDA_AI_LIST_2026-06-29,1456,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K163665,FDA_AI_LIST_2026-06-29,1457,MNR,MATCH_AFTER_DATE_NORMALIZATION
K170069,FDA_AI_LIST_2026-06-29,1458,LLZ,MATCH_AFTER_DATE_NORMALIZATION
DEN160026,FDA_AI_LIST_2026-06-29,1459,PTA,MATCH_AFTER_DATE_NORMALIZATION
P160009,FDA_AI_LIST_2026-06-29,1460,MYN,MATCH_AFTER_DATE_NORMALIZATION
K162855,FDA_AI_LIST_2026-06-29,1461,MXD,MATCH_AFTER_DATE_NORMALIZATION
K162830,FDA_AI_LIST_2026-06-29,1462,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K163013,FDA_AI_LIST_2026-06-29,1463,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K163253,FDA_AI_LIST_2026-06-29,1464,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K161959,FDA_AI_LIST_2026-06-29,1465,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K161322,FDA_AI_LIST_2026-06-29,1466,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K161834,FDA_AI_LIST_2026-06-29,1467,NBW,MATCH_AFTER_DATE_NORMALIZATION
K163138,FDA_AI_LIST_2026-06-29,1468,IYN,MATCH_AFTER_DATE_NORMALIZATION
P150043,FDA_AI_LIST_2026-06-29,1469,MYN,MATCH_AFTER_DATE_NORMALIZATION
K160401,FDA_AI_LIST_2026-06-29,1470,DQD,MATCH_AFTER_DATE_NORMALIZATION
K161068,FDA_AI_LIST_2026-06-29,1471,PIW,MATCH_AFTER_DATE_NORMALIZATION
K161625,FDA_AI_LIST_2026-06-29,1472,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K161201,FDA_AI_LIST_2026-06-29,1473,OEB,MATCH_AFTER_DATE_NORMALIZATION
K161772,FDA_AI_LIST_2026-06-29,1474,PJA,MATCH_AFTER_DATE_NORMALIZATION
K161148,FDA_AI_LIST_2026-06-29,1475,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K160338,FDA_AI_LIST_2026-06-29,1476,PBZ,MATCH_AFTER_DATE_NORMALIZATION
K161382,FDA_AI_LIST_2026-06-29,1477,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K160016,FDA_AI_LIST_2026-06-29,1478,DQD,MATCH_AFTER_DATE_NORMALIZATION
K160088,FDA_AI_LIST_2026-06-29,1479,OWB,MATCH_AFTER_DATE_NORMALIZATION
K153351,FDA_AI_LIST_2026-06-29,1480,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K152733,FDA_AI_LIST_2026-06-29,1481,PJA,MATCH_AFTER_DATE_NORMALIZATION
K153427,FDA_AI_LIST_2026-06-29,1482,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K150817,FDA_AI_LIST_2026-06-29,1483,NBW,MATCH_AFTER_DATE_NORMALIZATION
K150102,FDA_AI_LIST_2026-06-29,1484,MNR,MATCH_AFTER_DATE_NORMALIZATION
K142512,FDA_AI_LIST_2026-06-29,1485,PLB,MATCH_AFTER_DATE_NORMALIZATION
K143643,FDA_AI_LIST_2026-06-29,1486,PIW,MATCH_AFTER_DATE_NORMALIZATION
K142918,FDA_AI_LIST_2026-06-29,1487,NDC,MATCH_AFTER_DATE_NORMALIZATION
K141922,FDA_AI_LIST_2026-06-29,1488,NFJ,MATCH_AFTER_DATE_NORMALIZATION
DEN140025,FDA_AI_LIST_2026-06-29,1489,PIW,MATCH_AFTER_DATE_NORMALIZATION
K142037,FDA_AI_LIST_2026-06-29,1490,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K141069,FDA_AI_LIST_2026-06-29,1491,JAK,MATCH_AFTER_DATE_NORMALIZATION
K141480,FDA_AI_LIST_2026-06-29,1492,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K133649,FDA_AI_LIST_2026-06-29,1493,JAK,MATCH_AFTER_DATE_NORMALIZATION
K133259,FDA_AI_LIST_2026-06-29,1494,KPR,MATCH_AFTER_DATE_NORMALIZATION
K130831,FDA_AI_LIST_2026-06-29,1495,PEX,MATCH_AFTER_DATE_NORMALIZATION
K131044,FDA_AI_LIST_2026-06-29,1496,DQD,MATCH_AFTER_DATE_NORMALIZATION
DEN130013,FDA_AI_LIST_2026-06-29,1497,PEX,MATCH_AFTER_DATE_NORMALIZATION
K120771,FDA_AI_LIST_2026-06-29,1498,GKZ,MATCH_AFTER_DATE_NORMALIZATION
K123526,FDA_AI_LIST_2026-06-29,1499,LLZ,MATCH_AFTER_DATE_NORMALIZATION
P110014,FDA_AI_LIST_2026-06-29,1500,OEE,MATCH_AFTER_DATE_NORMALIZATION
K121617,FDA_AI_LIST_2026-06-29,1501,DQD,MATCH_AFTER_DATE_NORMALIZATION
K120489,FDA_AI_LIST_2026-06-29,1502,OIW,MATCH_AFTER_DATE_NORMALIZATION
K120161,FDA_AI_LIST_2026-06-29,1503,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K111776,FDA_AI_LIST_2026-06-29,1504,LLZ,MATCH_AFTER_DATE_NORMALIZATION
P090012,FDA_AI_LIST_2026-06-29,1505,OYD,MATCH_AFTER_DATE_NORMALIZATION
K102778,FDA_AI_LIST_2026-06-29,1506,JOY,MATCH_AFTER_DATE_NORMALIZATION
K092967,FDA_AI_LIST_2026-06-29,1507,OIW,MATCH_AFTER_DATE_NORMALIZATION
K092116,FDA_AI_LIST_2026-06-29,1508,JOY,MATCH_AFTER_DATE_NORMALIZATION
K080595,FDA_AI_LIST_2026-06-29,1509,JOY,MATCH_AFTER_DATE_NORMALIZATION
K082483,FDA_AI_LIST_2026-06-29,1510,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K080896,FDA_AI_LIST_2026-06-29,1511,OIW,MATCH_AFTER_DATE_NORMALIZATION
K081140,FDA_AI_LIST_2026-06-29,1512,MHX,MATCH_AFTER_DATE_NORMALIZATION
K080762,FDA_AI_LIST_2026-06-29,1513,LNH,MATCH_AFTER_DATE_NORMALIZATION
P040028,FDA_AI_LIST_2026-06-29,1514,MWM,MATCH_AFTER_DATE_NORMALIZATION
K043341,FDA_AI_LIST_2026-06-29,1515,NVI,MATCH_AFTER_DATE_NORMALIZATION
K033840,FDA_AI_LIST_2026-06-29,1516,JOY,MATCH_AFTER_DATE_NORMALIZATION
P010034,FDA_AI_LIST_2026-06-29,1517,MYN,MATCH_AFTER_DATE_NORMALIZATION
P000041,FDA_AI_LIST_2026-06-29,1518,MYN,MATCH_AFTER_DATE_NORMALIZATION
K003301,FDA_AI_LIST_2026-06-29,1519,JOY,MATCH_AFTER_DATE_NORMALIZATION
P980025,FDA_AI_LIST_2026-06-29,1520,MYN,MATCH_AFTER_DATE_NORMALIZATION
P970058,FDA_AI_LIST_2026-06-29,1521,MYN,MATCH_AFTER_DATE_NORMALIZATION
K955841,FDA_AI_LIST_2026-06-29,1522,MNR,MATCH_AFTER_DATE_NORMALIZATION
P940029,FDA_AI_LIST_2026-06-29,1523,MNM,MATCH_AFTER_DATE_NORMALIZATION
P950009,FDA_AI_LIST_2026-06-29,1524,NMN,MATCH_AFTER_DATE_NORMALIZATION
