submission_number,snapshot_id,snapshot_row_number,primary_product_code,metadata_match_status
K241508,FDA_AI_LIST_2026-06-29,545,QNP,MATCH_AFTER_DATE_NORMALIZATION
K240736,FDA_AI_LIST_2026-06-29,546,QIH,MATCH_AFTER_DATE_NORMALIZATION
K240555,FDA_AI_LIST_2026-06-29,547,PHZ,MATCH_AFTER_DATE_NORMALIZATION
K240353,FDA_AI_LIST_2026-06-29,548,QAS,MATCH_AFTER_DATE_NORMALIZATION
K240582,FDA_AI_LIST_2026-06-29,549,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233253,FDA_AI_LIST_2026-06-29,550,QNL,MATCH_AFTER_DATE_NORMALIZATION
K240631,FDA_AI_LIST_2026-06-29,551,IYN,MATCH_AFTER_DATE_NORMALIZATION
K240465,FDA_AI_LIST_2026-06-29,552,OWB,MATCH_AFTER_DATE_NORMALIZATION
K233196,FDA_AI_LIST_2026-06-29,553,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233549,FDA_AI_LIST_2026-06-29,554,SBQ,MATCH_AFTER_DATE_NORMALIZATION
K240642,FDA_AI_LIST_2026-06-29,555,QIH,MATCH_AFTER_DATE_NORMALIZATION
K241083,FDA_AI_LIST_2026-06-29,556,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233955,FDA_AI_LIST_2026-06-29,557,IYN,MATCH_AFTER_DATE_NORMALIZATION
K233662,FDA_AI_LIST_2026-06-29,558,KPR,MATCH_AFTER_DATE_NORMALIZATION
K233925,FDA_AI_LIST_2026-06-29,559,QIH,MATCH_AFTER_DATE_NORMALIZATION
K240516,FDA_AI_LIST_2026-06-29,560,IYN,MATCH_AFTER_DATE_NORMALIZATION
K232035,FDA_AI_LIST_2026-06-29,561,DPS,MATCH_AFTER_DATE_NORMALIZATION
K231010,FDA_AI_LIST_2026-06-29,562,MHX,MATCH_AFTER_DATE_NORMALIZATION
K241038,FDA_AI_LIST_2026-06-29,563,QIH,MATCH_AFTER_DATE_NORMALIZATION
K234042,FDA_AI_LIST_2026-06-29,564,QIH,MATCH_AFTER_DATE_NORMALIZATION
K240612,FDA_AI_LIST_2026-06-29,565,QFM,MATCH_AFTER_DATE_NORMALIZATION
K234154,FDA_AI_LIST_2026-06-29,566,OUO,MATCH_AFTER_DATE_NORMALIZATION
K240769,FDA_AI_LIST_2026-06-29,567,QIH,MATCH_AFTER_DATE_NORMALIZATION
K240294,FDA_AI_LIST_2026-06-29,568,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K233108,FDA_AI_LIST_2026-06-29,569,QFM,MATCH_AFTER_DATE_NORMALIZATION
K233543,FDA_AI_LIST_2026-06-29,570,KPR,MATCH_AFTER_DATE_NORMALIZATION
DEN230035,FDA_AI_LIST_2026-06-29,571,SBC,MATCH_AFTER_DATE_NORMALIZATION
K233209,FDA_AI_LIST_2026-06-29,572,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233625,FDA_AI_LIST_2026-06-29,573,PNN,MATCH_AFTER_DATE_NORMALIZATION
K233247,FDA_AI_LIST_2026-06-29,574,QAS,MATCH_AFTER_DATE_NORMALIZATION
K241112,FDA_AI_LIST_2026-06-29,575,QIH,MATCH_AFTER_DATE_NORMALIZATION
DEN230043,FDA_AI_LIST_2026-06-29,576,SAX,MATCH_AFTER_DATE_NORMALIZATION
K232410,FDA_AI_LIST_2026-06-29,577,QFM,MATCH_AFTER_DATE_NORMALIZATION
K233864,FDA_AI_LIST_2026-06-29,578,MWJ,MATCH_AFTER_DATE_NORMALIZATION
K232928,FDA_AI_LIST_2026-06-29,579,QKB,MATCH_AFTER_DATE_NORMALIZATION
K233687,FDA_AI_LIST_2026-06-29,580,LNH,MATCH_AFTER_DATE_NORMALIZATION
K232416,FDA_AI_LIST_2026-06-29,581,LKM,MATCH_AFTER_DATE_NORMALIZATION
K232491,FDA_AI_LIST_2026-06-29,582,JAK,MATCH_AFTER_DATE_NORMALIZATION
K232923,FDA_AI_LIST_2026-06-29,583,IYE,MATCH_AFTER_DATE_NORMALIZATION
K240062,FDA_AI_LIST_2026-06-29,584,OLO,MATCH_AFTER_DATE_NORMALIZATION
K232799,FDA_AI_LIST_2026-06-29,585,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K240406,FDA_AI_LIST_2026-06-29,586,IYN,MATCH_AFTER_DATE_NORMALIZATION
K233673,FDA_AI_LIST_2026-06-29,587,LNH,MATCH_AFTER_DATE_NORMALIZATION
K232331,FDA_AI_LIST_2026-06-29,588,QIH,MATCH_AFTER_DATE_NORMALIZATION
K240850,FDA_AI_LIST_2026-06-29,589,IYN,MATCH_AFTER_DATE_NORMALIZATION
K240058,FDA_AI_LIST_2026-06-29,590,PIB,MATCH_AFTER_DATE_NORMALIZATION
K234068,FDA_AI_LIST_2026-06-29,591,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K233582,FDA_AI_LIST_2026-06-29,592,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K240781,FDA_AI_LIST_2026-06-29,593,QNP,MATCH_AFTER_DATE_NORMALIZATION
K233186,FDA_AI_LIST_2026-06-29,594,QIH,MATCH_AFTER_DATE_NORMALIZATION
K240773,FDA_AI_LIST_2026-06-29,595,QTZ,MATCH_AFTER_DATE_NORMALIZATION
K240238,FDA_AI_LIST_2026-06-29,596,LNH,MATCH_AFTER_DATE_NORMALIZATION
K233698,FDA_AI_LIST_2026-06-29,597,JAK,MATCH_AFTER_DATE_NORMALIZATION
K240744,FDA_AI_LIST_2026-06-29,598,LNH,MATCH_AFTER_DATE_NORMALIZATION
DEN230023,FDA_AI_LIST_2026-06-29,599,SAO,MATCH_AFTER_DATE_NORMALIZATION
K240291,FDA_AI_LIST_2026-06-29,600,QAS,MATCH_AFTER_DATE_NORMALIZATION
K233666,FDA_AI_LIST_2026-06-29,601,SAT,MATCH_AFTER_DATE_NORMALIZATION
K233249,FDA_AI_LIST_2026-06-29,602,SAR,MATCH_AFTER_DATE_NORMALIZATION
K240172,FDA_AI_LIST_2026-06-29,603,QIH,MATCH_AFTER_DATE_NORMALIZATION
K232899,FDA_AI_LIST_2026-06-29,604,QKB,MATCH_AFTER_DATE_NORMALIZATION
K233618,FDA_AI_LIST_2026-06-29,605,LEL,MATCH_AFTER_DATE_NORMALIZATION
DEN230036,FDA_AI_LIST_2026-06-29,606,SAK,MATCH_AFTER_DATE_NORMALIZATION
K232835,FDA_AI_LIST_2026-06-29,607,JAK,MATCH_AFTER_DATE_NORMALIZATION
K233676,FDA_AI_LIST_2026-06-29,608,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233211,FDA_AI_LIST_2026-06-29,609,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233657,FDA_AI_LIST_2026-06-29,610,JAK,MATCH_AFTER_DATE_NORMALIZATION
K233409,FDA_AI_LIST_2026-06-29,611,QYE,MATCH_AFTER_DATE_NORMALIZATION
K233650,FDA_AI_LIST_2026-06-29,612,JAK,MATCH_AFTER_DATE_NORMALIZATION
K232322,FDA_AI_LIST_2026-06-29,613,LNH,MATCH_AFTER_DATE_NORMALIZATION
K232431,FDA_AI_LIST_2026-06-29,614,QAS,MATCH_AFTER_DATE_NORMALIZATION
K240540,FDA_AI_LIST_2026-06-29,615,LNH,MATCH_AFTER_DATE_NORMALIZATION
K233753,FDA_AI_LIST_2026-06-29,616,JAK,MATCH_AFTER_DATE_NORMALIZATION
K234047,FDA_AI_LIST_2026-06-29,617,OLO,MATCH_AFTER_DATE_NORMALIZATION
K233342,FDA_AI_LIST_2026-06-29,618,POK,MATCH_AFTER_DATE_NORMALIZATION
K233968,FDA_AI_LIST_2026-06-29,619,QAS,MATCH_AFTER_DATE_NORMALIZATION
K232140,FDA_AI_LIST_2026-06-29,620,OLO,MATCH_AFTER_DATE_NORMALIZATION
K233438,FDA_AI_LIST_2026-06-29,621,OLZ,MATCH_AFTER_DATE_NORMALIZATION
K233692,FDA_AI_LIST_2026-06-29,622,IYN,MATCH_AFTER_DATE_NORMALIZATION
K231677,FDA_AI_LIST_2026-06-29,623,IYO,MATCH_AFTER_DATE_NORMALIZATION
K233738,FDA_AI_LIST_2026-06-29,624,MYN,MATCH_AFTER_DATE_NORMALIZATION
K233030,FDA_AI_LIST_2026-06-29,625,QIH,MATCH_AFTER_DATE_NORMALIZATION
K231690,FDA_AI_LIST_2026-06-29,626,QIH,MATCH_AFTER_DATE_NORMALIZATION
K232765,FDA_AI_LIST_2026-06-29,627,LNH,MATCH_AFTER_DATE_NORMALIZATION
K231683,FDA_AI_LIST_2026-06-29,628,QIH,MATCH_AFTER_DATE_NORMALIZATION
K232613,FDA_AI_LIST_2026-06-29,629,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233590,FDA_AI_LIST_2026-06-29,630,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233749,FDA_AI_LIST_2026-06-29,631,JAK,MATCH_AFTER_DATE_NORMALIZATION
K232148,FDA_AI_LIST_2026-06-29,632,QRY,MATCH_AFTER_DATE_NORMALIZATION
K232915,FDA_AI_LIST_2026-06-29,633,POS,MATCH_AFTER_DATE_NORMALIZATION
K233788,FDA_AI_LIST_2026-06-29,634,IYN,MATCH_AFTER_DATE_NORMALIZATION
K231855,FDA_AI_LIST_2026-06-29,635,QKB,MATCH_AFTER_DATE_NORMALIZATION
K231355,FDA_AI_LIST_2026-06-29,636,MNR,MATCH_AFTER_DATE_NORMALIZATION
K233080,FDA_AI_LIST_2026-06-29,637,JAK,MATCH_AFTER_DATE_NORMALIZATION
DEN230041,FDA_AI_LIST_2026-06-29,638,QZW,MATCH_AFTER_DATE_NORMALIZATION
K232363,FDA_AI_LIST_2026-06-29,639,QIH,MATCH_AFTER_DATE_NORMALIZATION
DEN210035,FDA_AI_LIST_2026-06-29,640,QYV,MATCH_AFTER_DATE_NORMALIZATION
K231396,FDA_AI_LIST_2026-06-29,641,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K233195,FDA_AI_LIST_2026-06-29,642,IYN,MATCH_AFTER_DATE_NORMALIZATION
K233728,FDA_AI_LIST_2026-06-29,643,LNH,MATCH_AFTER_DATE_NORMALIZATION
K232156,FDA_AI_LIST_2026-06-29,644,POK,MATCH_AFTER_DATE_NORMALIZATION
K232698,FDA_AI_LIST_2026-06-29,645,QIH,MATCH_AFTER_DATE_NORMALIZATION
K231871,FDA_AI_LIST_2026-06-29,646,QFM,MATCH_AFTER_DATE_NORMALIZATION
K233512,FDA_AI_LIST_2026-06-29,647,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233216,FDA_AI_LIST_2026-06-29,648,QNL,MATCH_AFTER_DATE_NORMALIZATION
K233677,FDA_AI_LIST_2026-06-29,649,KPS,MATCH_AFTER_DATE_NORMALIZATION
K233964,FDA_AI_LIST_2026-06-29,650,QNP,MATCH_AFTER_DATE_NORMALIZATION
DEN230008,FDA_AI_LIST_2026-06-29,651,QZS,MATCH_AFTER_DATE_NORMALIZATION
DEN220040,FDA_AI_LIST_2026-06-29,652,QWO,MATCH_AFTER_DATE_NORMALIZATION
DEN220066,FDA_AI_LIST_2026-06-29,653,QWT,MATCH_AFTER_DATE_NORMALIZATION
K232250,FDA_AI_LIST_2026-06-29,654,PBZ,MATCH_AFTER_DATE_NORMALIZATION
K231324,FDA_AI_LIST_2026-06-29,655,QIH,MATCH_AFTER_DATE_NORMALIZATION
K232412,FDA_AI_LIST_2026-06-29,656,JAK,MATCH_AFTER_DATE_NORMALIZATION
K231068,FDA_AI_LIST_2026-06-29,657,OMB,MATCH_AFTER_DATE_NORMALIZATION
K231917,FDA_AI_LIST_2026-06-29,658,QIH,MATCH_AFTER_DATE_NORMALIZATION
K232808,FDA_AI_LIST_2026-06-29,659,IYN,MATCH_AFTER_DATE_NORMALIZATION
K231779,FDA_AI_LIST_2026-06-29,660,OMB,MATCH_AFTER_DATE_NORMALIZATION
K231130,FDA_AI_LIST_2026-06-29,661,QIH,MATCH_AFTER_DATE_NORMALIZATION
K232535,FDA_AI_LIST_2026-06-29,662,LNH,MATCH_AFTER_DATE_NORMALIZATION
K232479,FDA_AI_LIST_2026-06-29,663,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K231805,FDA_AI_LIST_2026-06-29,664,MYN,MATCH_AFTER_DATE_NORMALIZATION
K233112,FDA_AI_LIST_2026-06-29,665,IYN,MATCH_AFTER_DATE_NORMALIZATION
K233176,FDA_AI_LIST_2026-06-29,666,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K230850,FDA_AI_LIST_2026-06-29,667,OOG,MATCH_AFTER_DATE_NORMALIZATION
K231587,FDA_AI_LIST_2026-06-29,668,LNH,MATCH_AFTER_DATE_NORMALIZATION
K231929,FDA_AI_LIST_2026-06-29,669,QIH,MATCH_AFTER_DATE_NORMALIZATION
K230751,FDA_AI_LIST_2026-06-29,670,QNP,MATCH_AFTER_DATE_NORMALIZATION
K232384,FDA_AI_LIST_2026-06-29,671,MYN,MATCH_AFTER_DATE_NORMALIZATION
K231570,FDA_AI_LIST_2026-06-29,672,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K232231,FDA_AI_LIST_2026-06-29,673,QIH,MATCH_AFTER_DATE_NORMALIZATION
K232237,FDA_AI_LIST_2026-06-29,674,PHZ,MATCH_AFTER_DATE_NORMALIZATION
DEN230027,FDA_AI_LIST_2026-06-29,675,QZF,MATCH_AFTER_DATE_AND_COMPANY_TRIM
K232096,FDA_AI_LIST_2026-06-29,676,QIH,MATCH_AFTER_DATE_NORMALIZATION
K231898,FDA_AI_LIST_2026-06-29,677,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K223757,FDA_AI_LIST_2026-06-29,678,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K232381,FDA_AI_LIST_2026-06-29,679,IYN,MATCH_AFTER_DATE_NORMALIZATION
K232661,FDA_AI_LIST_2026-06-29,680,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K233334,FDA_AI_LIST_2026-06-29,681,JAK,MATCH_AFTER_DATE_NORMALIZATION
K233562,FDA_AI_LIST_2026-06-29,682,MXD,MATCH_AFTER_DATE_NORMALIZATION
K232440,FDA_AI_LIST_2026-06-29,683,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233568,FDA_AI_LIST_2026-06-29,684,QIH,MATCH_AFTER_DATE_NORMALIZATION
K232856,FDA_AI_LIST_2026-06-29,685,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233545,FDA_AI_LIST_2026-06-29,686,IYN,MATCH_AFTER_DATE_NORMALIZATION
K230179,FDA_AI_LIST_2026-06-29,687,IYN,MATCH_AFTER_DATE_NORMALIZATION
K231631,FDA_AI_LIST_2026-06-29,688,JAK,MATCH_AFTER_DATE_NORMALIZATION
K232000,FDA_AI_LIST_2026-06-29,689,QIH,MATCH_AFTER_DATE_NORMALIZATION
K233243,FDA_AI_LIST_2026-06-29,690,HAW,MATCH_AFTER_DATE_NORMALIZATION
K232496,FDA_AI_LIST_2026-06-29,691,QAS,MATCH_AFTER_DATE_NORMALIZATION
K232501,FDA_AI_LIST_2026-06-29,692,QIH,MATCH_AFTER_DATE_NORMALIZATION
K232841,FDA_AI_LIST_2026-06-29,693,QIH,MATCH_AFTER_DATE_NORMALIZATION
K232494,FDA_AI_LIST_2026-06-29,694,LNH,MATCH_AFTER_DATE_NORMALIZATION
K232083,FDA_AI_LIST_2026-06-29,695,QIH,MATCH_AFTER_DATE_NORMALIZATION
K232257,FDA_AI_LIST_2026-06-29,696,QIH,MATCH_AFTER_DATE_NORMALIZATION
K223754,FDA_AI_LIST_2026-06-29,697,QFM,MATCH_AFTER_DATE_NORMALIZATION
K231617,FDA_AI_LIST_2026-06-29,698,LNH,MATCH_AFTER_DATE_NORMALIZATION
K230534,FDA_AI_LIST_2026-06-29,699,QIH,MATCH_AFTER_DATE_NORMALIZATION
K231765,FDA_AI_LIST_2026-06-29,700,QKB,MATCH_AFTER_DATE_NORMALIZATION
K231966,FDA_AI_LIST_2026-06-29,701,IYN,MATCH_AFTER_DATE_NORMALIZATION
K231989,FDA_AI_LIST_2026-06-29,702,IYN,MATCH_AFTER_DATE_NORMALIZATION
K231470,FDA_AI_LIST_2026-06-29,703,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K231955,FDA_AI_LIST_2026-06-29,704,QIH,MATCH_AFTER_DATE_NORMALIZATION
K232751,FDA_AI_LIST_2026-06-29,705,QAS,MATCH_AFTER_DATE_NORMALIZATION
K231965,FDA_AI_LIST_2026-06-29,706,IYN,MATCH_AFTER_DATE_NORMALIZATION
K232145,FDA_AI_LIST_2026-06-29,707,IYN,MATCH_AFTER_DATE_NORMALIZATION
K232045,FDA_AI_LIST_2026-06-29,708,JAK,MATCH_AFTER_DATE_NORMALIZATION
K230854,FDA_AI_LIST_2026-06-29,709,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K232500,FDA_AI_LIST_2026-06-29,710,IYN,MATCH_AFTER_DATE_NORMALIZATION
K230842,FDA_AI_LIST_2026-06-29,711,QNL,MATCH_AFTER_DATE_NORMALIZATION
K232436,FDA_AI_LIST_2026-06-29,712,QAS,MATCH_AFTER_DATE_NORMALIZATION
K232305,FDA_AI_LIST_2026-06-29,713,QIH,MATCH_AFTER_DATE_NORMALIZATION
K231560,FDA_AI_LIST_2026-06-29,714,LNH,MATCH_AFTER_DATE_NORMALIZATION
K231764,FDA_AI_LIST_2026-06-29,715,IYN,MATCH_AFTER_DATE_NORMALIZATION
K230209,FDA_AI_LIST_2026-06-29,716,QIH,MATCH_AFTER_DATE_NORMALIZATION
K231642,FDA_AI_LIST_2026-06-29,717,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K230370,FDA_AI_LIST_2026-06-29,718,JAK,MATCH_AFTER_DATE_NORMALIZATION
K230220,FDA_AI_LIST_2026-06-29,719,JAK,MATCH_AFTER_DATE_NORMALIZATION
K230144,FDA_AI_LIST_2026-06-29,720,MYN,MATCH_AFTER_DATE_NORMALIZATION
K223905,FDA_AI_LIST_2026-06-29,721,QUO,MATCH_AFTER_DATE_NORMALIZATION
K232787,FDA_AI_LIST_2026-06-29,722,QRG,MATCH_AFTER_DATE_NORMALIZATION
K232760,FDA_AI_LIST_2026-06-29,723,LNH,MATCH_AFTER_DATE_NORMALIZATION
K232367,FDA_AI_LIST_2026-06-29,724,QIH,MATCH_AFTER_DATE_NORMALIZATION
K232704,FDA_AI_LIST_2026-06-29,725,IYN,MATCH_AFTER_DATE_NORMALIZATION
K231001,FDA_AI_LIST_2026-06-29,726,MYN,MATCH_AFTER_DATE_NORMALIZATION
K232023,FDA_AI_LIST_2026-06-29,727,LDK,MATCH_AFTER_DATE_NORMALIZATION
K231025,FDA_AI_LIST_2026-06-29,728,QAS,MATCH_AFTER_DATE_NORMALIZATION
K231398,FDA_AI_LIST_2026-06-29,729,QIH,MATCH_AFTER_DATE_NORMALIZATION
K232712,FDA_AI_LIST_2026-06-29,730,KPS,MATCH_AFTER_DATE_NORMALIZATION
K231772,FDA_AI_LIST_2026-06-29,731,IYN,MATCH_AFTER_DATE_NORMALIZATION
K230085,FDA_AI_LIST_2026-06-29,732,MYN,MATCH_AFTER_DATE_NORMALIZATION
K230045,FDA_AI_LIST_2026-06-29,733,QIH,MATCH_AFTER_DATE_NORMALIZATION
K231837,FDA_AI_LIST_2026-06-29,734,QAS,MATCH_AFTER_DATE_NORMALIZATION
K232699,FDA_AI_LIST_2026-06-29,735,QYE,MATCH_AFTER_DATE_NORMALIZATION
K232616,FDA_AI_LIST_2026-06-29,736,DQK,MATCH_AFTER_DATE_NORMALIZATION
K230252,FDA_AI_LIST_2026-06-29,737,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K231928,FDA_AI_LIST_2026-06-29,738,QKB,MATCH_AFTER_DATE_NORMALIZATION
K231767,FDA_AI_LIST_2026-06-29,739,QAS,MATCH_AFTER_DATE_NORMALIZATION
K231149,FDA_AI_LIST_2026-06-29,740,QIH,MATCH_AFTER_DATE_NORMALIZATION
K223659,FDA_AI_LIST_2026-06-29,741,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K231384,FDA_AI_LIST_2026-06-29,742,QAS,MATCH_AFTER_DATE_NORMALIZATION
K231678,FDA_AI_LIST_2026-06-29,743,MYN,MATCH_AFTER_DATE_NORMALIZATION
K231281,FDA_AI_LIST_2026-06-29,744,JAK,MATCH_AFTER_DATE_NORMALIZATION
K221309,FDA_AI_LIST_2026-06-29,745,JOY,MATCH_AFTER_DATE_NORMALIZATION
K220034,FDA_AI_LIST_2026-06-29,746,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K223811,FDA_AI_LIST_2026-06-29,747,MYN,MATCH_AFTER_DATE_NORMALIZATION
K231748,FDA_AI_LIST_2026-06-29,748,KPS,MATCH_AFTER_DATE_NORMALIZATION
K232526,FDA_AI_LIST_2026-06-29,749,JAA,MATCH_AFTER_DATE_NORMALIZATION
K223864,FDA_AI_LIST_2026-06-29,750,HAW,MATCH_AFTER_DATE_NORMALIZATION
K231335,FDA_AI_LIST_2026-06-29,751,QXZ,MATCH_AFTER_DATE_NORMALIZATION
K232686,FDA_AI_LIST_2026-06-29,752,QXX,MATCH_AFTER_DATE_NORMALIZATION
K222921,FDA_AI_LIST_2026-06-29,753,JIR,MATCH_AFTER_DATE_NORMALIZATION
K223621,FDA_AI_LIST_2026-06-29,754,QIH,MATCH_AFTER_DATE_NORMALIZATION
K231207,FDA_AI_LIST_2026-06-29,755,DQK,MATCH_AFTER_DATE_NORMALIZATION
K232482,FDA_AI_LIST_2026-06-29,756,LNH,MATCH_AFTER_DATE_NORMALIZATION
K223622,FDA_AI_LIST_2026-06-29,757,QME,MATCH_AFTER_DATE_NORMALIZATION
K230355,FDA_AI_LIST_2026-06-29,758,LNH,MATCH_AFTER_DATE_NORMALIZATION
K223639,FDA_AI_LIST_2026-06-29,759,QTZ,MATCH_AFTER_DATE_NORMALIZATION
K223180,FDA_AI_LIST_2026-06-29,760,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K230812,FDA_AI_LIST_2026-06-29,761,DPS,MATCH_AFTER_DATE_NORMALIZATION
K230899,FDA_AI_LIST_2026-06-29,762,QFM,MATCH_AFTER_DATE_NORMALIZATION
K223539,FDA_AI_LIST_2026-06-29,763,OLZ,MATCH_AFTER_DATE_NORMALIZATION
K231094,FDA_AI_LIST_2026-06-29,764,QAS,MATCH_AFTER_DATE_NORMALIZATION
DEN230003,FDA_AI_LIST_2026-06-29,765,QXO,MATCH_AFTER_DATE_NORMALIZATION
K223133,FDA_AI_LIST_2026-06-29,766,MYN,MATCH_AFTER_DATE_NORMALIZATION
K223553,FDA_AI_LIST_2026-06-29,767,OLO,MATCH_AFTER_DATE_NORMALIZATION
K231195,FDA_AI_LIST_2026-06-29,768,QAS,MATCH_AFTER_DATE_NORMALIZATION
K230074,FDA_AI_LIST_2026-06-29,769,QFM,MATCH_AFTER_DATE_NORMALIZATION
K231038,FDA_AI_LIST_2026-06-29,770,QNL,MATCH_AFTER_DATE_NORMALIZATION
K231572,FDA_AI_LIST_2026-06-29,771,KPS,MATCH_AFTER_DATE_NORMALIZATION
K230913,FDA_AI_LIST_2026-06-29,772,QIH,MATCH_AFTER_DATE_NORMALIZATION
K223473,FDA_AI_LIST_2026-06-29,773,QNP,MATCH_AFTER_DATE_NORMALIZATION
K230365,FDA_AI_LIST_2026-06-29,774,IYN,MATCH_AFTER_DATE_NORMALIZATION
K223347,FDA_AI_LIST_2026-06-29,775,QJU,MATCH_AFTER_DATE_NORMALIZATION
K230150,FDA_AI_LIST_2026-06-29,776,QIH,MATCH_AFTER_DATE_NORMALIZATION
K223288,FDA_AI_LIST_2026-06-29,777,HAW,MATCH_AFTER_DATE_NORMALIZATION
K231173,FDA_AI_LIST_2026-06-29,778,QDB,MATCH_AFTER_DATE_NORMALIZATION
K230039,FDA_AI_LIST_2026-06-29,779,QIH,MATCH_AFTER_DATE_NORMALIZATION
K231157,FDA_AI_LIST_2026-06-29,780,OEB,MATCH_AFTER_DATE_NORMALIZATION
K223106,FDA_AI_LIST_2026-06-29,781,QIH,MATCH_AFTER_DATE_NORMALIZATION
K231757,FDA_AI_LIST_2026-06-29,782,QIH,MATCH_AFTER_DATE_NORMALIZATION
K231833,FDA_AI_LIST_2026-06-29,783,KPS,MATCH_AFTER_DATE_NORMALIZATION
K223424,FDA_AI_LIST_2026-06-29,784,JAK,MATCH_AFTER_DATE_NORMALIZATION
K223426,FDA_AI_LIST_2026-06-29,785,LNH,MATCH_AFTER_DATE_NORMALIZATION
K230823,FDA_AI_LIST_2026-06-29,786,DQD,MATCH_AFTER_DATE_NORMALIZATION
K223724,FDA_AI_LIST_2026-06-29,787,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K231668,FDA_AI_LIST_2026-06-29,788,QIH,MATCH_AFTER_DATE_NORMALIZATION
K222745,FDA_AI_LIST_2026-06-29,789,QIH,MATCH_AFTER_DATE_NORMALIZATION
DEN200052,FDA_AI_LIST_2026-06-29,790,QWZ,MATCH_AFTER_DATE_NORMALIZATION
K230337,FDA_AI_LIST_2026-06-29,791,QPF,MATCH_AFTER_DATE_NORMALIZATION
K230497,FDA_AI_LIST_2026-06-29,792,QIH,MATCH_AFTER_DATE_NORMALIZATION
K231459,FDA_AI_LIST_2026-06-29,793,LNH,MATCH_AFTER_DATE_NORMALIZATION
K230346,FDA_AI_LIST_2026-06-29,794,IYN,MATCH_AFTER_DATE_NORMALIZATION
K223556,FDA_AI_LIST_2026-06-29,795,QIH,MATCH_AFTER_DATE_NORMALIZATION
K223646,FDA_AI_LIST_2026-06-29,796,QIH,MATCH_AFTER_DATE_NORMALIZATION
K223357,FDA_AI_LIST_2026-06-29,797,PIB,MATCH_AFTER_DATE_NORMALIZATION
K230112,FDA_AI_LIST_2026-06-29,798,JAK,MATCH_AFTER_DATE_NORMALIZATION
K223855,FDA_AI_LIST_2026-06-29,799,QIH,MATCH_AFTER_DATE_NORMALIZATION
K223523,FDA_AI_LIST_2026-06-29,800,LNH,MATCH_AFTER_DATE_NORMALIZATION
K230273,FDA_AI_LIST_2026-06-29,801,QFJ,MATCH_AFTER_DATE_NORMALIZATION
K223491,FDA_AI_LIST_2026-06-29,802,QBS,MATCH_AFTER_DATE_NORMALIZATION
K223504,FDA_AI_LIST_2026-06-29,803,OMB,MATCH_AFTER_DATE_NORMALIZATION
K230096,FDA_AI_LIST_2026-06-29,804,QDQ,MATCH_AFTER_DATE_NORMALIZATION
K231143,FDA_AI_LIST_2026-06-29,805,QNP,MATCH_AFTER_DATE_NORMALIZATION
K212758,FDA_AI_LIST_2026-06-29,806,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K222728,FDA_AI_LIST_2026-06-29,807,MUJ,MATCH_AFTER_DATE_NORMALIZATION
K231190,FDA_AI_LIST_2026-06-29,808,IYN,MATCH_AFTER_DATE_NORMALIZATION
K223623,FDA_AI_LIST_2026-06-29,809,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K220437,FDA_AI_LIST_2026-06-29,810,LLZ,MATCH_AFTER_DATE_NORMALIZATION
K230082,FDA_AI_LIST_2026-06-29,811,QKB,MATCH_AFTER_DATE_NORMALIZATION
K223771,FDA_AI_LIST_2026-06-29,812,IYN,MATCH_AFTER_DATE_NORMALIZATION
K230292,FDA_AI_LIST_2026-06-29,813,QDA,MATCH_AFTER_DATE_NORMALIZATION
K230977,FDA_AI_LIST_2026-06-29,814,QIH,MATCH_AFTER_DATE_NORMALIZATION
P210011,FDA_AI_LIST_2026-06-29,815,PQP,MATCH_AFTER_DATE_NORMALIZATION
K223212,FDA_AI_LIST_2026-06-29,816,KPS,MATCH_AFTER_DATE_NORMALIZATION
